category_id,job_category,posting_count,needs_review,confidence,c1_current,c2,c3,c4,c5,pick,correct_uri,notes
277,Bibliotecario,20,False,925,bibliotecario/bibliotecaria,assistente di biblioteca,direttore di biblioteca/direttrice di biblioteca,editore librario/editrice libraria,esercente di libreria,,,
279,Asset Manager,19,False,911,gestore di patrimoni,responsabile della direzione crediti,revenue manager nel settore dell’ospitalità,account manager,responsabile delle risorse materiali,,,
278,Coordinatore della Supply Chain,19,False,938,responsabile della catena di fornitura,responsabile della distribuzione,responsabile della logistica e della distribuzione,responsabile della distribuzione di rottami e cascami,responsabile della distribuzione di elettrodomestici,,,
280,Tecnico Elettronico,19,False,867,tecnico elettronico,elettrotecnico,tecnico microelettronico,tecnico elettromeccanico,tecnico optoelettronico,,,
281,Ingegnere dei Materiali,19,False,955,ingegnere esperto nel trattamento dei minerali,ingegnere dei materiali,esperto in ingegneria delle superfici/esperta in ingegneria delle superfici,artigiano addetto alla lavorazione artistica dei metalli/artigiana addetta alla lavorazione artistica dei metalli,addetto alla lucidatura di metalli/addetta alla lucidatura di metalli,,,
282,Trattorista,18,False,0.84,addetto alla fatturazione/addetta alla fatturazione,cantante,tecnico di gru,cartoonist,attrezzista meccanico/attrezzista meccanica,,,
284,Radiologo,17,False,899,tecnico radiologo,assistente medico-sanitario/assistente medico-sanitaria,tecnico di radioterapia,tecnico di radiologia diagnostica,audiologo/audiologa,,,
285,Benzinaio,17,False,886,addetto a distributore di carburante/addetta a distributore di carburante,assistente di vendita,cassiere/cassiera,esercente di stazione di servizio,addetto alla manutenzione delle condotte/addetta alla manutenzione delle condotte,,,
287,Giornalista,16,False,945,giornalista,giornalista di cultura e spettacolo,titolare di rubrica,giornalista giudiziario/giornalista giudiziaria,giornalista politico/giornalista politica,,,
288,Intonacatore,16,False,892,intonacatore/intonacatrice,conciatore/conciatrice,cavatore,pittore edile/pittrice edile,banditore d’asta/banditrice d’asta,,,
289,Trader,16,False,814,trader di materie prime,trader di contratti a termine,intermediario di titoli energetici/intermediaria di titoli energetici,trader finanziario/trader finanziaria,approvvigionatore/approvvigionatrice,,,
286,Tecnico Ortopedico,16,False,851,tecnico ortopedico,tecnico calzature ortopediche,tecnico di ingegneria clinica,tecnico riparatore di elettronica di consumo,tecnico pedologo,,,
290,Curatore d’Arte,15,False,832,restauratore d’arte/restauratrice d’arte,responsabile di collezioni,curatore di mostre/curatrice di mostre,curatore artistico/curatrice artistica,curatore di museo/curatrice di museo,,,
291,Librario,14,False,814,editore librario/editrice libraria,bibliotecario/bibliotecaria,esercente di libreria,assistente di biblioteca,restauratore di libri/restauratrice di libri,,,
294,Lattoniere,13,False,783,copritetti,timoniere/timoniera,tranviere/tranviera,ausiliario sanitario portantino/ausiliaria sanitaria portantina,ispettore della qualità nel settore delle costruzioni/ispettrice della qualità nel settore delle costruzioni,,,
292,Ingegnere Informatico,13,False,781,ingegnere di rete informatica,tecnico riparatore di hardware,tecnico informatico,ingegnere esperto in impianti di energia rinnovabile offshore,ingegnere elettronico,,,
293,Investigatore,13,False,822,agente investigativo/agente investigativa,investigatore della polizia scientifica/investigatrice della polizia scientifica,investigatore privato/investigatrice privata,investigatore assicurativo/investigatrice assicurativa,artista di varietà,,,
299,Assistente di Volo,12,False,926,assistente di volo,steward/hostess,responsabili degli assistenti di volo,controllore del traffico aereo/controllora del traffico aereo,ispettore di volo/ispettrice di volo,,,
297,Baby Sitter,12,False,0.8,babysitter,ragazzo alla pari/ragazza alla pari,governante con custodia dei bambini,assistente familiare,pet sitter,,,
298,Forestale,12,False,0.86,ispettore del corpo forestale/ispettrice del corpo forestale,tecnico forestale,tecnico botanico,operatore forestale/operatrice forestale,consulente forestale,,,
302,Traduttore,11,False,932,traduttore/traduttrice,traduttore-localizzatore/traduttrice-localizzatrice,sottotitolatore/sottotitolatrice,perito trascrittore/perito trascrittrice,responsabile di agenzia di traduzione,,,
303,Fiorista,11,False,0.74,addetto alla vendita di fiori e piante/addetta alla vendita di fiori e piante,filigranista,fitoterapista,esercente fioraio/esercente fioraia,incisore,,,
300,Ostetrica,11,False,869,assistente ostetrico/assistente ostetrica,ostetrico/ostetrica,ortottista,assistente alla poltrona di studio odontoiatrico,massoterapista,,,
304,Badante,10,False,907,assistente familiare,soldato di fanteria,gestore di ristorante,addetto alla produzione orticola/addetta alla produzione orticola,lavoratore agricolo/lavoratrice agricola,,,
305,Istruttore di Nuoto,10,False,946,istruttore di nuoto/istruttrice di nuoto,maestro di salvamento/maestra di salvamento,addetto di piscina/addetta di piscina,istruttore di nautica/istruttrice di nautica,animatore di attività all’aperto/animatrice di attività all’aperto,,,
